Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
12,flour,Apples,Onions,Cauliflower,Milk,Potato,sugar,soups,tea,soda,Sanitizer,napkins,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Beans,Strawberry,berries,Red Chilli Powder,Milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,Buns,bottled water,mixed fruit juice,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,flour,Ghee,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,flour,Tumeric Powder,herbs,Milk,butter milk,sour cream,flour,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,
11,Strawberry,Apples,Red Chilli Powder,Cauliflower,Milk,Garlic,Potato,bread,Ghee,baking powder,waffles,,,,,,,,,,,,,,,,,,,,,
11,Buns,Cauliflower,Milk,curd,yogurt,Buns,pastry,bread,Ghee,bottled water,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,
11,Cabbage,Apples,Cauliflower,Milk,ice cream,yogurt,sour cream,Buns,pasta,soda,waffles,,,,,,,,,,,,,,,,,,,,,
7,Cabbage,Strawberry,flour,Tumeric Powder,Milk,Tomato,Buns,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,Strawberry,Onions,Cauliflower,Milk,Buns,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Bottleguard,Apples,Carrot,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,packaged fruit/vegetables,Milk,curd,yogurt,Potato,bread,mustard,pickled vegetables,bottled water,Tea,,,,,,,,,,,,,,,,,,,,,,
1,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Strawberry,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pepsi,Milk,yogurt,Buns,bread,Red Chilli Powder,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,frozen meals,pastry,mixed fruit juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Strawberry,sugar,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Strawberry,Cauliflower,Buns,Chips,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Cabbage,Cauliflower,Milk,vinegar,oil,bottled water,Tonic water,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,,,
9,Buns,Red Chilli Powder,Cauliflower,Milk,yogurt,sour cream,cheese,flour,Ghee,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Carrot,Cauliflower,ice cream,yogurt,oil,soda,,,,,,,,,,,,,,,,,,,,,,,,,
6,Green Chilli,berries,Red Chilli Powder,Milk,sour cream,Sauces,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,packaged fruit/vegetables,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Green Chilli,Strawberry,Cauliflower,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Pepsi,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,bread,Green Chilli,Tumeric Powder,curd,ice cream,yogurt,cheese,Buns,mustard,pickled vegetables,Tonic water,Sanitizer,napkins,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Onions,soda,chewing gum,Chocolate,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,packaged fruit/vegetables,Garlic,bread,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Green Chilli,bread,pastry,pasta,Soups,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Pepsi,Cabbage,flour,Red Chilli Powder,Milk,yogurt,Chocolate,Sauces,Coconut Juice,,,,,,,,,,,,,,,,,,,,,,,
1,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cabbage,Milk,spices,Cookies,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Carrot,Strawberry,bread,pastry,sugar,pet food,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Beans,cheese,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,yogurt,bread,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,flour,soda,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Strawberry,yogurt,Coffee,soda,Tonic water,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,
2,grapes,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Potato,bread,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,Oranges,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,flour,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,Cauliflower,yogurt,bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,berries,Red Chilli Powder,Cauliflower,curd,butter milk,Garlic,Rice,Ghee,Tea,Chocolate,Brocolli,,,,,,,,,,,,,,,,,,,,,
2,Ghee,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,yogurt,Buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Mango,Cauliflower,sour cream,cheese,Buns,soda,Tea,Chocolate,Chocolate,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,bread,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,yogurt,Guava,Buns,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Beans,Buns,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Strawberry,Apples,Tea,cheese,Pet Food,soda,mixed fruit juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,Cauliflower,Milk,curd,Frozen Meals,Ladyfinger,Coffee,Coconut Juice,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,Strawberry,Milk,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bread,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,salt,Chips,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,curd,Tea,Garlic,Buns,pastry,soda,cake bar,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,butter,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bread,Milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tumeric Powder,Milk,butter,Potato,Guava,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,
4,flour,Milk,frozen meals,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Green Chilli,Buns,Apples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,berries,sour cream,Cherry,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sour cream,Tonic water,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Red Chilli Powder,Potato,Ghee,Chocolate ,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Green Chilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,Milk,curd,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,Pepsi,Carrot,Apples,butter,Potato,bread,bread,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,Red Chilli Powder,Milk,sour cream,Potato,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Pepsi,Tumeric Powder,yogurt,sour cream,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
10,berries,Tumeric Powder,Cauliflower,packaged fruit/vegetables,Milk,curd,Ginger,pet food,Coffee,Brocolli,,,,,,,,,,,,,,,,,,,,,,
5,Buns,bread,pastry,Coffee,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Red Chilli Powder,packaged fruit/vegetables,curd,ice cream,frozen vegetables,Corn,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,berries,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,berries,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,butter milk,frozen meals,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Mango,Strawberry,Milk,sour cream,Buns,pastry,waffles,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,ice cream,Chips,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,flour,butter milk,Buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mixed fruit juice,Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Onions,butter,sour cream,cheese,frozen vegetables,pasta,Corn,Tomato,Chocolate,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,
7,Buns,cheese,frozen meals,pasta,pet food,Chips,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Bananas,Cauliflower,Garlic,pastry,Soups,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,cheese,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,flour,Coca Cola,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Onions,Milk,Tea,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,yogurt,Buns,pastry,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,Milk,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Potato,Buns,Coconut Juice,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Beans,Cauliflower,Milk,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Coconut Juice,Coconut Juice,Sanitizer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Milk,butter milk,yogurt,cheese,Buns,spread cheese,Coffee,mixed fruit juice,Cookies,shopping bags,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,Milk,Buns,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,flour,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,baking powder,bottled water,Chips,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bread,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cauliflower,Milk,Buns,Ghee,bottled water,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Strawberry,flour,Onions,Cauliflower,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Mango,Buns,Milk,soda,Beetroot,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
4,Potato,Buns,Coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Carrot,Strawberry,flour,Red Chilli Powder,Cauliflower,curd,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,
6,cheese,frozen vegetables,Coffee,soda,mixed fruit juice,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Carrot,Strawberry,Apples,yogurt,mixed fruit juice,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Green Chilli,berries,sour cream,Potato,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,Pet Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cabbage,yogurt,cheese,Buns,chewing gum,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Red Chilli Powder,pastry,bottled water,Frozen Meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,berries,Pet Food,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Strawberry,flour,Tumeric Powder,yogurt,Ginger,bottled water,soda,Beetroot,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,oil,Brocolli,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,flour,Cauliflower,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,Milk,Garlic,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled water,Tonic water,Frozen Meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Onions,Cauliflower,pastry,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ice cream,oil,pet food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Green Chilli,Cauliflower,Milk,Frozen Meals,Buns,oil,Ghee,Coffee,Blueberry,Sanitizer,Paneer,,,,,,,,,,,,,,,,,,,,,
7,Buns,Ladyfinger,bottled water,Tea,Mixed fruit juice,Tonic water,Apples juice,,,,,,,,,,,,,,,,,,,,,,,,,
7,Green Chilli,flour,Tumeric Powder,Onions,Cauliflower,Coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Coffee,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Carrot,Green Chilli,Buns,Cauliflower,Milk,frozen vegetables,Buns,Ghee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
6,soda,Tonic water,Garlic,Sanitizer,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Pepsi,Mango,Cauliflower,ice cream,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Green Chilli,Tumeric Powder,Cauliflower,Buns,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,butter,bottled water,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Carrot,ice cream,Sanitizer,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,berries,packaged fruit/vegetables,Milk,ice cream,mixed fruit juice,Chips,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Cauliflower,curd,yogurt,sour cream,frozen vegetables,Buns,Rice,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled water,Tea,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,flour,Cauliflower,packaged fruit/vegetables,Milk,cheese,ice cream,rice,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
2,herbs,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Instant Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mixed fruit juice,Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Green Chilli,Red Chilli Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,Ginger,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,Buns,pastry,snack products,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,bread,Pepsi,Bananas,Tumeric Powder,curd,frozen vegetables,Buns,bread,Sanitizer,Nuts,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,Milk,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,Tumeric Powder,pickled vegetables,soda,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,Buns,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bread,Ghee,Blueberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Carrot,Onions,Milk,butter,Buns,pastry,Coca Cola,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,sour cream,cheese,Potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Buns,Milk,curd,pasta,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,Strawberry,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,Garlic,soda,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Mango,Apples,Milk,curd,ice cream,butter milk,sour cream,cheese,Garlic,bread,Coffee,Cookies,Chocolate,Sauces,,,,,,,,,,,,,,,,,,
2,bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Pepsi,Bottleguard,Green Chilli,Tumeric Powder,Potato,Buns,flour,rice,organic products,Tea,napkins,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled water,Mixed fruit juice,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Beans,Cauliflower,cheese,frozen meals,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ice cream,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,packaged fruit/vegetables,Milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tea,Buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mango,mustard,Oranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bread,soda,Chips,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,Garlic,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,pastry,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mixed fruit juice,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Pet Food,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Strawberry,Cauliflower,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Carrot,Cauliflower,frozen vegetables,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Spices,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,ice cream,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Apples,Spices,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sugar,soda,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,flour,Apples,Buns,Coffee,mixed fruit juice,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Red Chilli Powder,Garlic,spread cheese,ice cream,bread,bottled water,soda,Tea,mixed fruit juice,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,
2,soda,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,flour,Cauliflower,yogurt,bottled water,Frozen Meals,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bread,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bread,sugar,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,flour,Tumeric Powder,Coffee,bottled water,Red Bull Drink,Chocolate,Garlic,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
1,Potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Coffee,Brocolli,Sanitizer,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Carrot,Green Chilli,berries,packaged fruit/vegetables,Milk,Guava,Tomato,Frozen Meals,oil,mustard,pet food,Coffee,soda,Chocolate,Coconut Juice,napkins,Paneer,,,,,,,,,,,,,,,
2,Cauliflower,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,bottled water,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Strawberry,berries,Cauliflower,butter milk,sugar,mixed fruit juice,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,
5,Buns,Tumeric Powder,Cauliflower,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,packaged fruit/vegetables,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cauliflower,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Milk,yogurt,Frozen Meals,Ghee,bottled water,mixed fruit juice,Chips,,,,,,,,,,,,,,,,,,,,,,,,,
2,herbs,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,spread cheese,Buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,flour,Milk,Tea,bread,pasta,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bread,bottled water,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Coffee,chewing gum,Chocolate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,flour,Tumeric Powder,Milk,frozen vegetables,Ginger,baking powder,Coffee,Red Bull Drink,Chocolate ,,,,,,,,,,,,,,,,,,,,,,,
4,Carrot,Apples,Milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Strawberry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bread,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,bread,flour,Apples,curd,Milk,cheese,Potato,Buns,Sanitizer,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,
